time_period,phase_type_grouping,pupil_sen_status,primary_need,pupil_count,Need_code,Need_category,AYCode
201819,special,SEN Support,Profound & Multiple Learning Difficulty,181,PMLD,Cognition & Learning,2018
201819,special,SEN Support,SEN support but no specialist assessment of type of need,164,NSA,No Specific Assessment,2018
201819,special,SEN Support,Severe Learning Difficulty,370,SLD,Cognition & Learning,2018
201819,special,SEN Support,"Social, Emotional and Mental Health",388,SEMH,"Social, Emotional, Mental Health",2018
201819,special,SEN Support,Specific Learning Difficulty,91,SPLD,Cognition & Learning,2018
201819,special,SEN Support,"Speech, Language and Communications needs",105,SLCN,Communication & Interaction,2018
201819,special,SEN Support,Visual Impairment,9,VI,Physical &/or Sensory,2018
201819,special,Total,Autistic Spectrum Disorder,35974,ASD,Communication & Interaction,2018
201819,special,Total,Hearing Impairment,906,HI,Physical &/or Sensory,2018
201819,special,Total,Missing,133,MN,Other,2018
201819,special,Total,Moderate Learning Difficulty,15773,MLD,Cognition & Learning,2018
201819,special,Total,Multi- Sensory Impairment,308,MSI,Physical &/or Sensory,2018
201819,special,Total,Other Difficulty/Disability,2017,OTH,Other,2018
201819,special,Total,Physical Disability,3825,PD,Physical &/or Sensory,2018
201819,special,Total,Profound & Multiple Learning Difficulty,8395,PMLD,Cognition & Learning,2018
201819,special,Total,SEN support but no specialist assessment of type of need,164,NSA,No Specific Assessment,2018
201819,special,Total,Severe Learning Difficulty,26659,SLD,Cognition & Learning,2018
201819,special,Total,"Social, Emotional and Mental Health",15471,SEMH,"Social, Emotional, Mental Health",2018
201819,special,Total,Specific Learning Difficulty,1978,SPLD,Cognition & Learning,2018
201819,special,Total,"Speech, Language and Communications needs",8506,SLCN,Communication & Interaction,2018
201819,special,Total,Visual Impairment,652,VI,Physical &/or Sensory,2018
201819,Total,EHC plans,Autistic Spectrum Disorder,73450,ASD,Communication & Interaction,2018
201819,Total,EHC plans,Hearing Impairment,5873,HI,Physical &/or Sensory,2018
201819,Total,EHC plans,Missing,1,MN,Other,2018
201819,Total,EHC plans,Moderate Learning Difficulty,29100,MLD,Cognition & Learning,2018
201819,Total,EHC plans,Multi- Sensory Impairment,915,MSI,Physical &/or Sensory,2018
201819,Total,EHC plans,Other Difficulty/Disability,6766,OTH,Other,2018
201819,Total,EHC plans,Physical Disability,13094,PD,Physical &/or Sensory,2018
201819,Total,EHC plans,Profound & Multiple Learning Difficulty,9878,PMLD,Cognition & Learning,2018
201819,Total,EHC plans,Severe Learning Difficulty,29921,SLD,Cognition & Learning,2018
201819,Total,EHC plans,"Social, Emotional and Mental Health",34922,SEMH,"Social, Emotional, Mental Health",2018
201819,Total,EHC plans,Specific Learning Difficulty,9080,SPLD,Cognition & Learning,2018
201819,Total,EHC plans,"Speech, Language and Communications needs",38070,SLCN,Communication & Interaction,2018
201819,Total,EHC plans,Visual Impairment,3385,VI,Physical &/or Sensory,2018
201819,Total,No SEN,Missing,7010535,MN,Other,2018
201819,Total,No SEN,Severe Learning Difficulty,1,SLD,Cognition & Learning,2018
201819,Total,SEN Support,Autistic Spectrum Disorder,60048,ASD,Communication & Interaction,2018
201819,Total,SEN Support,Hearing Impairment,16591,HI,Physical &/or Sensory,2018
201819,Total,SEN Support,Missing,1,MN,Other,2018
201819,Total,SEN Support,Moderate Learning Difficulty,218501,MLD,Cognition & Learning,2018
201819,Total,SEN Support,Multi- Sensory Impairment,2473,MSI,Physical &/or Sensory,2018
201819,Total,SEN Support,Other Difficulty/Disability,46393,OTH,Other,2018
201819,Total,SEN Support,Physical Disability,22852,PD,Physical &/or Sensory,2018
201819,Total,SEN Support,Profound & Multiple Learning Difficulty,975,PMLD,Cognition & Learning,2018
201819,Total,SEN Support,SEN support but no specialist assessment of type of need,40246,NSA,No Specific Assessment,2018
201819,Total,SEN Support,Severe Learning Difficulty,3118,SLD,Cognition & Learning,2018
201819,Total,SEN Support,"Social, Emotional and Mental Health",181944,SEMH,"Social, Emotional, Mental Health",2018
201819,Total,SEN Support,Specific Learning Difficulty,142559,SPLD,Cognition & Learning,2018
201819,Total,SEN Support,"Speech, Language and Communications needs",227756,SLCN,Communication & Interaction,2018
201819,Total,SEN Support,Visual Impairment,9384,VI,Physical &/or Sensory,2018
201819,Total,Total,Autistic Spectrum Disorder,133498,ASD,Communication & Interaction,2018
201819,Total,Total,Hearing Impairment,22464,HI,Physical &/or Sensory,2018
201819,Total,Total,Missing,7010537,MN,Other,2018
201819,Total,Total,Moderate Learning Difficulty,247601,MLD,Cognition & Learning,2018
201819,Total,Total,Multi- Sensory Impairment,3388,MSI,Physical &/or Sensory,2018
201819,Total,Total,Other Difficulty/Disability,53159,OTH,Other,2018
201819,Total,Total,Physical Disability,35946,PD,Physical &/or Sensory,2018
201819,Total,Total,Profound & Multiple Learning Difficulty,10853,PMLD,Cognition & Learning,2018
201819,Total,Total,SEN support but no specialist assessment of type of need,40246,NSA,No Specific Assessment,2018
201819,Total,Total,Severe Learning Difficulty,33040,SLD,Cognition & Learning,2018
201819,Total,Total,"Social, Emotional and Mental Health",216866,SEMH,"Social, Emotional, Mental Health",2018
201819,Total,Total,Specific Learning Difficulty,151639,SPLD,Cognition & Learning,2018
201819,Total,Total,"Speech, Language and Communications needs",265826,SLCN,Communication & Interaction,2018
201819,Total,Total,Visual Impairment,12769,VI,Physical &/or Sensory,2018
201718,special,EHC plans,Autistic Spectrum Disorder,895,ASD,Communication & Interaction,2017
201718,special,EHC plans,Hearing Impairment,532,HI,Physical &/or Sensory,2017
201718,special,EHC plans,Moderate Learning Difficulty,144,MLD,Cognition & Learning,2017
201718,special,EHC plans,Multi- Sensory Impairment,39,MSI,Physical &/or Sensory,2017
201718,special,EHC plans,Other Difficulty/Disability,48,OTH,Other,2017
201718,special,EHC plans,Physical Disability,343,PD,Physical &/or Sensory,2017
201718,special,EHC plans,Profound & Multiple Learning Difficulty,171,PMLD,Cognition & Learning,2017
201718,special,EHC plans,Severe Learning Difficulty,177,SLD,Cognition & Learning,2017
201718,special,EHC plans,"Social, Emotional and Mental Health",457,SEMH,"Social, Emotional, Mental Health",2017
201718,special,EHC plans,Specific Learning Difficulty,66,SPLD,Cognition & Learning,2017
201718,special,EHC plans,"Speech, Language and Communications needs",506,SLCN,Communication & Interaction,2017
201718,special,EHC plans,Visual Impairment,172,VI,Physical &/or Sensory,2017
201718,special,No SEN,Missing,12,MN,Other,2017
201718,special,SEN Support,Autistic Spectrum Disorder,17,ASD,Communication & Interaction,2017
201718,special,SEN Support,Hearing Impairment,8,HI,Physical &/or Sensory,2017
201718,special,SEN Support,Moderate Learning Difficulty,1,MLD,Cognition & Learning,2017
201718,special,SEN Support,Multi- Sensory Impairment,2,MSI,Physical &/or Sensory,2017
201718,special,SEN Support,Other Difficulty/Disability,8,OTH,Other,2017
201718,special,SEN Support,Physical Disability,8,PD,Physical &/or Sensory,2017
201718,special,SEN Support,Profound & Multiple Learning Difficulty,5,PMLD,Cognition & Learning,2017
201718,special,SEN Support,"Social, Emotional and Mental Health",11,SEMH,"Social, Emotional, Mental Health",2017
201718,special,SEN Support,Specific Learning Difficulty,7,SPLD,Cognition & Learning,2017
201718,special,SEN Support,"Speech, Language and Communications needs",3,SLCN,Communication & Interaction,2017
201718,special,SEN Support,Visual Impairment,7,VI,Physical &/or Sensory,2017
201718,special,Total,Autistic Spectrum Disorder,912,ASD,Communication & Interaction,2017
201718,special,Total,Hearing Impairment,540,HI,Physical &/or Sensory,2017
201718,special,Total,Missing,12,MN,Other,2017
201718,special,Total,Moderate Learning Difficulty,145,MLD,Cognition & Learning,2017
201718,special,Total,Multi- Sensory Impairment,41,MSI,Physical &/or Sensory,2017
201718,special,Total,Other Difficulty/Disability,56,OTH,Other,2017
201718,special,Total,Physical Disability,351,PD,Physical &/or Sensory,2017
201718,special,Total,Profound & Multiple Learning Difficulty,176,PMLD,Cognition & Learning,2017
201718,special,Total,Severe Learning Difficulty,177,SLD,Cognition & Learning,2017
201718,special,Total,"Social, Emotional and Mental Health",468,SEMH,"Social, Emotional, Mental Health",2017
201718,special,Total,Specific Learning Difficulty,73,SPLD,Cognition & Learning,2017
201718,special,Total,"Speech, Language and Communications needs",509,SLCN,Communication & Interaction,2017
201718,special,Total,Visual Impairment,179,VI,Physical &/or Sensory,2017
201718,AP,EHC plans,Autistic Spectrum Disorder,245,ASD,Communication & Interaction,2017
201718,AP,EHC plans,Hearing Impairment,4,HI,Physical &/or Sensory,2017
201718,AP,EHC plans,Moderate Learning Difficulty,92,MLD,Cognition & Learning,2017
201718,AP,EHC plans,Multi- Sensory Impairment,2,MSI,Physical &/or Sensory,2017
201718,AP,EHC plans,Other Difficulty/Disability,55,OTH,Other,2017
201718,AP,EHC plans,Physical Disability,12,PD,Physical &/or Sensory,2017
201718,AP,EHC plans,Profound & Multiple Learning Difficulty,3,PMLD,Cognition & Learning,2017
201718,AP,EHC plans,Severe Learning Difficulty,11,SLD,Cognition & Learning,2017
201718,AP,EHC plans,"Social, Emotional and Mental Health",1280,SEMH,"Social, Emotional, Mental Health",2017
201718,AP,EHC plans,Specific Learning Difficulty,66,SPLD,Cognition & Learning,2017
201718,AP,EHC plans,"Speech, Language and Communications needs",91,SLCN,Communication & Interaction,2017
201718,AP,EHC plans,Visual Impairment,5,VI,Physical &/or Sensory,2017
201718,AP,No SEN,Missing,3419,MN,Other,2017
201718,AP,SEN Support,Autistic Spectrum Disorder,155,ASD,Communication & Interaction,2017
201718,AP,SEN Support,Hearing Impairment,16,HI,Physical &/or Sensory,2017
201718,AP,SEN Support,Moderate Learning Difficulty,594,MLD,Cognition & Learning,2017
201718,AP,SEN Support,Multi- Sensory Impairment,1,MSI,Physical &/or Sensory,2017
201718,AP,SEN Support,Other Difficulty/Disability,315,OTH,Other,2017
201718,AP,SEN Support,Physical Disability,39,PD,Physical &/or Sensory,2017
201718,AP,SEN Support,Profound & Multiple Learning Difficulty,2,PMLD,Cognition & Learning,2017
201718,AP,SEN Support,SEN support but no specialist assessment of type of need,564,NSA,No Specific Assessment,2017
201718,AP,SEN Support,Severe Learning Difficulty,9,SLD,Cognition & Learning,2017
201718,AP,SEN Support,"Social, Emotional and Mental Health",9089,SEMH,"Social, Emotional, Mental Health",2017
201718,AP,SEN Support,Specific Learning Difficulty,375,SPLD,Cognition & Learning,2017
201718,AP,SEN Support,"Speech, Language and Communications needs",274,SLCN,Communication & Interaction,2017
201718,AP,SEN Support,Visual Impairment,14,VI,Physical &/or Sensory,2017
201718,AP,Total,Autistic Spectrum Disorder,400,ASD,Communication & Interaction,2017
201718,AP,Total,Hearing Impairment,20,HI,Physical &/or Sensory,2017
201718,AP,Total,Missing,3419,MN,Other,2017
201718,AP,Total,Moderate Learning Difficulty,686,MLD,Cognition & Learning,2017
201718,AP,Total,Multi- Sensory Impairment,3,MSI,Physical &/or Sensory,2017
201718,AP,Total,Other Difficulty/Disability,370,OTH,Other,2017
201718,AP,Total,Physical Disability,51,PD,Physical &/or Sensory,2017
201718,AP,Total,Profound & Multiple Learning Difficulty,5,PMLD,Cognition & Learning,2017
201718,AP,Total,SEN support but no specialist assessment of type of need,564,NSA,No Specific Assessment,2017
201718,AP,Total,Severe Learning Difficulty,20,SLD,Cognition & Learning,2017
201718,AP,Total,"Social, Emotional and Mental Health",10369,SEMH,"Social, Emotional, Mental Health",2017
201718,AP,Total,Specific Learning Difficulty,441,SPLD,Cognition & Learning,2017
201718,AP,Total,"Speech, Language and Communications needs",365,SLCN,Communication & Interaction,2017
201718,AP,Total,Visual Impairment,19,VI,Physical &/or Sensory,2017
201718,nursery,EHC plans,Autistic Spectrum Disorder,115,ASD,Communication & Interaction,2017
201718,nursery,EHC plans,Hearing Impairment,12,HI,Physical &/or Sensory,2017
201718,nursery,EHC plans,Moderate Learning Difficulty,8,MLD,Cognition & Learning,2017
201718,nursery,EHC plans,Multi- Sensory Impairment,2,MSI,Physical &/or Sensory,2017
201718,nursery,EHC plans,Other Difficulty/Disability,20,OTH,Other,2017
201718,nursery,EHC plans,Physical Disability,39,PD,Physical &/or Sensory,2017
201718,nursery,EHC plans,Profound & Multiple Learning Difficulty,37,PMLD,Cognition & Learning,2017
201718,nursery,EHC plans,Severe Learning Difficulty,29,SLD,Cognition & Learning,2017
201718,nursery,EHC plans,"Social, Emotional and Mental Health",5,SEMH,"Social, Emotional, Mental Health",2017
201718,nursery,EHC plans,Specific Learning Difficulty,6,SPLD,Cognition & Learning,2017
201718,nursery,EHC plans,"Speech, Language and Communications needs",71,SLCN,Communication & Interaction,2017
201718,nursery,EHC plans,Visual Impairment,6,VI,Physical &/or Sensory,2017
201718,nursery,No SEN,Missing,36950,MN,Other,2017
201718,nursery,SEN Support,Autistic Spectrum Disorder,568,ASD,Communication & Interaction,2017
201718,nursery,SEN Support,Hearing Impairment,93,HI,Physical &/or Sensory,2017
201718,nursery,SEN Support,Moderate Learning Difficulty,126,MLD,Cognition & Learning,2017
201718,nursery,SEN Support,Multi- Sensory Impairment,14,MSI,Physical &/or Sensory,2017
201718,nursery,SEN Support,Other Difficulty/Disability,181,OTH,Other,2017
201718,nursery,SEN Support,Physical Disability,228,PD,Physical &/or Sensory,2017
201718,nursery,SEN Support,Profound & Multiple Learning Difficulty,62,PMLD,Cognition & Learning,2017
201718,nursery,SEN Support,SEN support but no specialist assessment of type of need,39,NSA,No Specific Assessment,2017
201718,nursery,SEN Support,Severe Learning Difficulty,100,SLD,Cognition & Learning,2017
201718,nursery,SEN Support,"Social, Emotional and Mental Health",392,SEMH,"Social, Emotional, Mental Health",2017
201718,nursery,SEN Support,Specific Learning Difficulty,71,SPLD,Cognition & Learning,2017
201718,nursery,SEN Support,"Speech, Language and Communications needs",3617,SLCN,Communication & Interaction,2017
201718,nursery,SEN Support,Visual Impairment,53,VI,Physical &/or Sensory,2017
201718,nursery,Total,Autistic Spectrum Disorder,683,ASD,Communication & Interaction,2017
201718,nursery,Total,Hearing Impairment,105,HI,Physical &/or Sensory,2017
201718,nursery,Total,Missing,36950,MN,Other,2017
201718,nursery,Total,Moderate Learning Difficulty,134,MLD,Cognition & Learning,2017
201718,nursery,Total,Multi- Sensory Impairment,16,MSI,Physical &/or Sensory,2017
201718,nursery,Total,Other Difficulty/Disability,201,OTH,Other,2017
201718,nursery,Total,Physical Disability,267,PD,Physical &/or Sensory,2017
201718,nursery,Total,Profound & Multiple Learning Difficulty,99,PMLD,Cognition & Learning,2017
201718,nursery,Total,SEN support but no specialist assessment of type of need,39,NSA,No Specific Assessment,2017
201718,nursery,Total,Severe Learning Difficulty,129,SLD,Cognition & Learning,2017
